a8,80,0,0,0
b8,4e,4b,f7,ab
b0,de,ad,ae,ff
b8,4e,4a,f7,ab
b0,de,ad,ae,ff
b8,4e,49,f7,ab
b0,de,ad,ae,ff
b8,4e,48,f7,ab
b0,de,ad,ae,ff
b8,4e,4f,f7,ab
b0,de,ad,ae,ff
b8,4e,4e,f7,ab
b0,de,ad,ae,ff
b8,4e,4d,f7,ab
b0,de,ad,ae,ff
b8,4e,4c,f7,ab
b0,de,ad,ae,ff
b8,4e,43,f7,ab
b0,de,ad,ae,ff
b8,4e,42,f7,ab
b0,de,ad,ae,ff
b8,4e,41,f7,ab
b0,de,ad,ae,ff
b8,4e,40,f7,ab
b0,de,ad,ae,ff
b8,4e,47,f7,ab
b0,de,ad,ae,ff
b8,4e,46,f7,ab
b0,de,ad,ae,ff
b8,4e,45,f7,ab
b0,de,ad,ae,ff
b8,4e,44,f7,ab
b0,de,ad,ae,ff
b8,4f,bb,f6,ab
b0,de,ad,ae,ff
b8,4f,bb,76,ab
b0,de,ad,ae,ff
b8,4f,ba,f6,ab
b0,de,ad,ae,ff
b8,4f,ba,76,ab
b0,de,ad,ae,ff
b8,4f,b9,f6,ab
b0,de,ad,ae,ff
b8,4f,b9,76,ab
b0,de,ad,ae,ff
b8,4f,b8,f6,ab
b0,de,ad,ae,ff
b8,4f,b8,76,ab
b0,de,ad,ae,ff
b8,4f,bf,f6,ab
b0,de,ad,ae,ff
b8,4f,bf,76,ab
